electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
13259646.2,4180,3900 FORD RD,(PA2488) - Park Place Condos,888520216,19131,1,1962,Multifamily Housing,794056,4909717,24357549.7,,,80,47.4,84.6,1.6,2764.7,
27557540,4181,1327-39 CHESTNUT ST,The Widener Building,883312000,19107,1,1914,Office,545707,3831243,10243528.2,,,62,78.1,201.1,9036.4,3601.1,
286261,4182,750-62 S BROAD ST,Tindley Temple United Methodist Church,772077000,19146,1,1924,Worship Facility,58050,4082660,1973169,,,97,38.9,51.2,316.4,136.6,
921188.8,4111,2001 N 54TH ST,Wynne Senior,886666500,19131,1,2017,Multifamily Housing,56530,6149339,155900,,,99,19.1,54.1,279,110.5,
1354065.2,4114,2210 BELMONT AVE,Hayes Manor,881446600,19131,2,1886,Senior Care Community,54902,6413514,3309584.5,,,54,84.9,140.7,2814.7,326,
2415473.2,4115,2221 N BROAD ST,TECH Freire Charter High School,777692850,19132,1,2013,K-12 School,52850,6414451,306532.6,,,17,51.5,149.6,173.1,284.2,
12577870.6,4116,2323 RACE ST,Edgewater,881555000,19103,1,2006,Multifamily Housing,367000,4358074,138629.8,,,68,34.6,108,10193.2,1402.6,
15243362.5,4118,3745 ARAMINGO AVE,ShopRite of Aramingo Avenue,882059425,19137,1,1995,Supermarket/Grocery Store,74888,3782900,7295185.7,,,26,301,741.4,2677.4,2078.4,
40135458.4,4119,1901-17 MARKET ST,Independence Blue Cross,883034200,19103,1,1988,Office,842566,3505831,19394884.6,,,93,70.7,173.7,13776,5482.4,
10648159.4,4120,4499 S BROAD ST,LT02184 - Five Crescent Drive,788010015,19112,1,2013,Office,215051,2933141,5025219.3,,,93,72.9,180,3226.1,1448.1,
7263694.2,4322,1-79 MIFFLIN ST,PHILADELPHIA SE (1443),882055480,19148,1,2002,Retail Store,135033,1547807,1905600,,,80,67.9,183.7,967,907,
7279812.5,4323,3701 CONSHOHOCKEN AVE,Duffield House Apartments,881159500,19111,1,1964,Multifamily Housing,261035,5015293,9378391,,,61,63.8,125.3,7995.3,1305.7,
10399062.9,4324,1575 N 52ND ST,Shop Rite of Parkside Plaza,882920300,19131,1,2008,Supermarket/Grocery Store,68325,1973985,8420936.4,,,62,275.4,607.3,1908.6,1600.9,
10433797.1,4325,1601 S 33RD ST,Audenried,782845201,19121,1,2008,K-12 School,211515,4124432,5461886.7,,,21,75.2,182,1301.9,1447.5,
10449171.5,4327,520 N CHRISTOPHER COLUMBUS BLVD,Riverview Place,883522900,19123,1,1929,Office,188046,3685108,932122.7,,,79,60.5,179.7,5837.8,1208.6,
10591721.5,4328,237-47 S 18TH ST,Barclay,888070010,19103,1,1929,Multifamily Housing,283000,4735240,14105360.8,,,11,87.3,169.9,6263.4,1924.2,
10647497.4,4330,2044 RED LION RD,BJ's Wholesale Club,882070140,19115,1,1987,Wholesale Club/Supercenter,104710,3772838,4212722.7,,,16,141.9,361.5,684.5,1404.9,
15430510.7,4331,2100 W GIRARD AVE,Philadelphia Nursing Home,881444600,19130,1,1950,Senior Care Community,347543,4830338,18153356.9,,,1,96.6,194.3,12611.7,2675.9,
15489395,4332,1800 BENJAMIN FRANKLIN PKWY,The Logan Hotel,883720500,19103,1,1983,Hotel,335530,4226783,30668297.9,,,36,137.6,240.9,13229,3347.2,
16247166.1,4336,428-36 WALNUT ST,Chubb Philadelphia,883300400,19106,1,1925,Office,336600,1211433,5799621.4,,,85,65.5,169.7,4092.5,2110.4,
7289082.9,4345,201-59 N 8TH ST,(PA2414) - Metroclub Condominiums,888037050,19106,1,2005,Multifamily Housing,167542,4803406,1463896.7,,,72,52.2,145.8,8052,886.3,
7298186.1,4346,444 N 3RD ST,Research Building,883008713,19123,1,1900,Office,150000,3884204,4240450.8,,,73,76.9,182.5,2420.4,1034.8,
10655413.3,4352,400 MARKET ST,400 Market,883012000,19106,1,1971,Office,186328,2990373,2922033.5,,,63,72.9,196,2952.4,1337.2,
10726451.1,4353,1900 JOHN F KENNEDY BLVD,Penn Center House,881034500,19103,1,1959,Multifamily Housing,600537,5026745,25028427.1,,,75,59.5,99.8,12229.1,2519.3,
10883263.2,4355,920 RED LION RD,07747-Red Lion,882875620,19115,1,1997,Supermarket/Grocery Store,72048,1260382,4740100.2,,,65,216.8,543.4,677,1459.1,
10913961,4356,1 ACADEMY CIR,(PA2459) - Toll Naval Square,888300524,19146,32,2005,Multifamily Housing,878176,4803449,3341066.5,,,100,16.2,43,19489.7,1388.2,
10934357.9,4357,1900-24 ARCH ST,1912-20 Arch St. Associates,881035925,19103,1,2014,Multifamily Housing,332245,5017536,571902.3,,,75,34.6,105.1,4792.8,1243.3,
16586530.4,4359,8580 VERREE RD,Holy Redeemer Health System - Verree Rd,881448900,19046,1,1981,Senior Care Community,366000,3893019,6129631.6,,,91,62.1,159.9,18416.8,2165.5,
16830580.5,4363,2300-20 CHESTNUT ST,The Philadelphia Design Building,883036500,19103,1,1910,Office,98714,3638043,559655.9,,,1,176.4,542,530.5,1896.8,
16918272.3,4365,1 DOCK ST,Sheraton Hotel - Philadelphia Society Hill,883710000,19106,1,1986,Hotel,317000,3240346,10002496.2,,,40,84.9,200.7,8277.2,2408,
46092776.2,4366,508-32 WALNUT ST,One Washington Square,883006500,19106,1,1932,Office,1108655,3279877,27329800.4,,,81,66.2,156.4,13202,6564.7,
50743502.8,4371,2970 MARKET ST,IRS 30th Street Campus (165),883063100,19104,1,2010,Office,932088,3061663,9803922,,,92,65,182,11788.8,6149.8,
51995945.7,4373,701-39 MARKET ST,The Lits Building,883249500,19106,1,1986,Office,880000,5209375,777414.6,,,75,60,186.5,45164.1,5809.3,
7447921.7,4375,9601 ASHTON RD,Victoria Woods,881193500,19114,15,1971,Multifamily Housing,256300,4925757,7124046,,,50,56.9,120.4,13749.6,1204.6,
7463446.3,4377,6445-55 GERMANTOWN AVE,Caring Heart Rehabilition and Nursing Center,881447300,19119-2345,1,1955,Senior Care Community,140000,3790272,6531994.8,,,68,100,216.4,8739.7,1174.9,
7482413.6,4379,9725R E ROOSEVELT BLVD,lowes 1848,882241900,19114,1,2004,Retail Store,115928,3681473,2316635.4,,,80,84.5,223.6,645.3,953.1,
7483164.3,4380,1050 N HANCOCK ST,Navona,881006665,19123,1,2009,Multifamily Housing,163400,4124780,3646347.5,,,29,68.1,167.2,2563253.3,1023.8,
11161389,4381,2114-40 ARCH ST,2114 Arch Street Associates,881036170,19101,1,1938,Office,125000,3964521,885431.4,,,33,96.4,287.8,2341.7,1285.2,
11176951.1,4382,5702 WISSAHICKON AVE,Alden Park Manor - Manor,881085300,19144,3,1925,Multifamily Housing,438235,5976316,11718865.9,,,78,52.2,108.2,30795.8,1862.3,
11179155.3,4383,7901 HENRY AVE,"Henry on the Park JV, LP",881093010,19128,7,1965,Multifamily Housing,601127,5859558,26901061.9,,,74,63.3,105.4,25139.8,2669,
11185805.3,4384,13000 TOWNSEND RD,US Treasury Building,884292513,19154,1,1994,Distribution Center,123510,3857641,1843067.5,,,10,105.5,300,483,1338.7,
11259282.7,4386,2400 CHESTNUT ST,2400 Chestnut,881024000,19103,1,1978,Multifamily Housing,352484,4929271,2295982.9,,,84,38.5,107.1,7299.8,1371,
17403219.9,4390,224-30 W RITTENHOUSE SQ,Dorchester Owners Association,888081504,19103,1,1963,Multifamily Housing,437034,5018126,36454156.5,,,4,123.2,212.6,27601.1,3866.8,
17431297.3,4391,100 S BROAD ST,Land Title Building,883336000,19110,1,1890,Office,365000,3679592,10352633,,,72,76.1,179.7,4774.1,2483.5,
9839201.5,4265,6200-30 WALNUT ST,Care Pavilion of Walnut Park,881446200,19139,1,1975,Senior Care Community,114900,6065500,4702184.5,,,64,126.6,311.9,9540.9,1341.2,
9879746.3,4268,115-21 S 17TH ST,Hotel Palomar Philadelphia,883050000,19103,1,2009,Hotel,156650,4134374,11327994.7,,,25,135.4,274,8573.5,1697.7,
9978684,4270,2750 RED LION RD,Swenson CTE,786441600,19114,1,1976,K-12 School,171922,3330972,8364999.4,,,4,106.7,233.3,1773.8,1551.3,
9980632.3,4271,151 W LUZERNE ST,Edison,786309550,19140,1,1985,K-12 School,316000,3583474,9836021.7,,,73,62.7,131.9,5212.6,1629.6,
9991369.8,4272,642-48 N BROAD ST,642 N. Broad,883524700,19130,1,1903,Office,308614,3596849,4189518.2,,,96,46,115.9,1475.3,1330.9,
14100090,4274,202 W RITTENHOUSE SQ # HOTEL,171-Rittenhouse Hotel,883702700,19103,1,1989,Hotel,134484,3762129,8685600,,,2,169.4,397,6959.9,2025.5,
14106122.4,4275,717 S CHRISTOPHER COLUMBUS BLVD,Dockside Condominium Association,888064502,19147,1,2001,Multifamily Housing,422870,4743540,5813353.8,,,56,47.1,119.2,6643.7,1873.6,
14133889.3,4276,2100 BLEIGH AVE,299 - Cottman Avenue,882064600,19149,1,1996,Supermarket/Grocery Store,67305,5922753,5028942.2,,,30,284.7,737.8,995.1,1835,
14356733.8,4278,3200L CHESTNUT ST # A,381-Chestnut Square,881115950,19104,2,2013,Multifamily Housing,368221,4959919,8436890.4,,,76,61.9,146.5,16132.1,2040.7,
37026546.3,4281,1600-22 MARKET ST,"1600 MARKET STREET, Site #602760",883031500,19103,1,1983,Office,912254,1750750,12392149.9,,,86,54.2,141.7,9007.3,4765.6,
37683151.6,4283,1101-11 MARKET ST,ARAMARK Tower,883308700,19107,1,1984,Office,759072,1467329,15901828.3,,,85,70.6,177.9,12421.2,5024.8,
38022918.6,4284,3711 MARKET ST,3711 Market St.,Multiple,19104,1,2008,Office,155715,3479994,4930515.3,,,1,275.8,800,6918.1,4479.8,
39041264.1,4287,2601 HOLME AVE,Nazareth Hospital,778009005,19152,4,1939,Hospital (General Medical & Surgical),539000,3824648,56722430,,,85,177.7,337.9,26215.5,7343.7,
6997186.3,4288,7350 E ROOSEVELT BLVD,Roosevelt Mall-Macy's Building,882065510,19149,1,1960,Retail Store,313000,3954726,2255540.4,,,97,29.6,77.8,1303.6,896,
10349599.1,4298,325-41 CHESTNUT ST,Constitution Place,883302500,19106,1,1955,Office,232097,2902083,5098466.6,,,79,66.6,163.1,6400.7,1418.9,
10357388.7,4299,1800 BYBERRY RD,Mast Charter School,778500305,19116,2,2001,K-12 School,144000,3782240,1352261.1,,,27,81.3,235.7,413.7,1220.8,
10395152.7,4301,2900 ISLAND AVE,Shop Rite of Island Avenue,882090000,19153,1,1995,Supermarket/Grocery Store,59502,1973980,6252760.7,,,68,279.8,658.9,1257.6,1485.3,
14676714.6,4302,230 S BROAD ST,230 S. Broad,883048000,19102,1,1908,Office,212472,3529858,4530950.2,,,54,90.4,239.3,5605,1868.8,
14879438.6,4304,4422-88 WISSAHICKON AVE,4700 Wissahickon Ave.,884132005,19144,1,1929,Non-Refrigerated Warehouse,676000,3608777,30047518.4,,,62,66.5,115.8,5252,3246.6,
15380163.2,4307,1800 MARKET ST,Sonesta - Philadelphia,883700600,19103,1,1980,Hotel,284000,3161456,23392299.8,,,30,136.5,256.5,21952.3,2948.6,
15390354.9,4308,3111 W ALLEGHENY AVE,Pep Boys,884130000,19132,1,1928,Office,500000,3966677,15306856.5,,,92,60.5,126.9,1712.6,2520.3,
39088213.2,4309,10800 KNIGHTS RD,ARIA - Jefferson Health Torresdale,778017000,19114,1,1970,Hospital (General Medical & Surgical),547572,5763567,138226076,,,35,325.2,490.6,47671.8,11735.7,
39510072.9,4310,2301 S BROAD ST,Methodist Hospital,771010000,19148,1,1888,Hospital (General Medical & Surgical),312144,3656490,54430903.6,,,15,301,580.5,6956.1,7274,
41722993.7,4315,6401 MARTINS MILL RD,The Philadelphia Protestant Home,881449400,19111,7,1965,Senior Care Community,526165,3882186,8208576,,,1,94.9,265.4,15111.4,5064.4,
7123041.3,4316,1601-05 WALNUT ST,Med Arts,883332000,19120,1,1930,Office,110000,3679905,1945993.1,,,55,82.4,221.9,4807,893.5,
11417343.6,4416,3000 W SCHOOL HOUSE LN,William Penn Charter School,775533000,19144,6,1925,K-12 School,308325,1567464,12004526.6,,,73,76,157.2,5709.9,1904.2,
18126802.7,4419,201L S CHRISTOPHER COLUMBUS BLVD,Hilton Pennslanding Philadelphia,883710700,19106,1,1999,Hotel,585000,4547873,16848271,,,77,59.8,127.5,11240.2,2905.7,
18160438.2,4420,15 OREGON AVE,UPS Oregon Ave,884136200,19148,1,1967,Distribution Center,409119,3876347,18662905,,,38,90,187.3,3029.3,3005.8,
18164113,4421,1625-37 MARKET ST,1635 Market,883053000,19103,1,1966,Office,286585,4484968,3073527,,,70,74.1,210.3,4632.5,2178.2,
18253517.6,4423,1801 N 5TH ST,Honor Foods,884080210,19122,1,1983,Refrigerated Warehouse,94500,3851366,58407.3,,,2,193.8,607.2,1411,2028,
18281107,4424,1801 JOHN F KENNEDY BLVD,Sterling Apartment Homes,881035000,19103,1,1961,Multifamily Housing,518241,4000464,30341337.3,,,13,93.8,172.2,16894.2,3639.5,
7775620.4,4432,3200 RACE ST,24-North Hall,881822890,19104,1,1998,Residence Hall/Dormitory,167173,3762546,2493736.1,,,55,61.4,161.7,5268,995,
11880819.4,4471,5675 N FRONT ST # 1,O & O Owner LLC,882136421,19120,1,1987,Supermarket/Grocery Store,83512,5036162,4792094.2,,,88,199.6,507,1482.1,1572.5,
11919153.2,4474,1001-13 N 2ND ST,Erbe,881006630,19123,1,2009,Multifamily Housing,134673,4124779,3141145.3,,,1,111.8,302.4,4337.3,1489,
19828636.7,4479,615 CHESTNUT ST,615 Chestnut Street,883010310,19106,1,1981,Office,446086,3774260,1607683.5,,,93,48.1,143.4,6526,2285,
19950994.4,4480,1 ARRIVALS RD,33737-Philadelphia Airport,NA,19153,1,1995,Hotel,284908,3351516,19102199.6,,,20,137.1,290.3,18526,3227.8,
8191662.7,4490,11081 KNIGHTS RD,Rush,786249200,19154,1,1980,K-12 School,173550,3490893,4793686.5,,,14,74.8,177.2,2202.9,1163.3,
8250376.4,4491,2200 WHEATSHEAF LN,Walmart Supercenter #01-5891,882125404,19137,1,2012,Wholesale Club/Supercenter,92185,3673577,4180088.1,,,65,134.8,328.6,1501.5,1137.2,
8263536.4,4492,2300-20 WALNUT ST,Riverloft,881028800,19103,1,1910,Multifamily Housing,196225,4964838,2262898.5,,,22,53.6,144.3,5663,1036.9,
8284346.2,4493,2206 S CHRISTOPHER COLUMBUS BLVD,Philadelphia - 215,882241000,19148,1,2004,Wholesale Club/Supercenter,311000,5899625,3164150,,,99,36.8,94.3,2446.7,1087.1,
8328668.1,4496,2401 WALNUT ST,2401 Walnut,883039105,19103,1,1925,Office,163836,3417370,546973,,,83,54.2,163.1,1785.2,953,
24599598.8,4499,901 N PENN ST,Waterfront Square,888062668,19123,4,2009,Multifamily Housing,852000,5042598,11738466.1,,,59,42.7,105.1,19097,3352.3,
24980661.2,4500,500 E HUNTING PARK AVE,Philadelphia Cheesesteak Company,884052400,19124,1,1955,Refrigerated Warehouse,76000,3929883,8269847,,,1,437.5,1146.4,8635.7,3210.4,
20840721.2,4507,2601 PENNSYLVANIA AVE,(PA2284) - 2601 Parkway Condos,888073251,19130,1,1940,Multifamily Housing,506636,4951012,794067.7,,,42,42.7,130.8,14356.6,2354.1,
21733918,4510,4900-40 FRANKFORD AVE,ARIA - Jefferson Health Frankford,778010005,19124,1,1987,Hospital (General Medical & Surgical),184065,5075386,27455759.6,,,65,269.9,530,9950.7,3905.2,
121322974.8,4513,5401-65 OLD YORK RD,Einstein Medical Center Philadelphia,776009000,19141,20,1950,Hospital (General Medical & Surgical),1750000,3762393,146295664,,,94,152.9,305.5,68593.4,21228.9,
8451844.7,4519,1901 JOHNSTON ST,07715-Oregon & 19th,882351850,19145,1,2003,Supermarket/Grocery Store,49514,1260775,4152900,,,41,254.6,624.1,987,1158.2,
8538130.8,4522,4001L PARKSIDE AVE,School of the Future,783172380,19104,1,2006,K-12 School,162211,3330772,6694681.7,,,13,93.9,208.6,1623.8,1302.7,
8553645.2,4523,210 W WASHINGTON SQ,(PA2418) - Ayer Condominium,888059176,19106,1,1929,Multifamily Housing,107879,4926791,10039124.1,,,1,172.3,346.7,4700.2,1482.1,
8594892.8,4524,11401 E ROOSEVELT BLVD,United Refrigeration Inc. Headquarters,884267500,19154,1,1960,Distribution Center,121508,3633517,2322368.8,,,17,89.8,242.2,758.7,1076.8,
21751366.9,4532,2450 W HUNTING PARK AVE,Temple University Health System,883380850,19129,1,1917,Office,238493,3849500,2983608,,,42,103.7,299.5,3831.5,2571.4,
22158312.8,4533,600 PACKER AVE,Sysco Philadelphia Food Service Warehouse,884142260,19148,1,1964,Refrigerated Warehouse,578770,3689997,1775145.7,,,88,41.4,123.4,8074.1,2552.3,
22412325.9,4536,3333 S FRONT ST,Procacci Brothers Sales Corp.,884149000,19148,1,1958,Refrigerated Warehouse,315000,3790320,5084832.4,,,52,87.3,240.4,1912.8,2756.3,
23153736.5,4538,111 S 15TH ST,Packard Grande,888087200,19102,1,1924,Multifamily Housing,444600,5042578,1917183.8,,,47,56.4,168.1,10457.8,2670.3,
7776101.5,4433,6333 MALVERN AVE,Overbrook School for the Blind,774577000,19151,1,1900,K-12 School,316903,3347763,18061463.4,,,70,83.2,139.7,2116.9,1821.9,
7883074.6,4436,801-29 LOCUST ST,American Postal Workers House,881008225,19107,1,1979,Multifamily Housing,216980,4942150,492648.8,,,48,38.6,116.5,6840.3,900.6,
7892631.6,4437,2701 CASTOR AVE,PHILA-BRIDESBURG (2075),882070900,19134,1,2005,Retail Store,136940,1548255,1648999.9,,,81,69.7,193.6,227,963.1,
11476855.7,4442,7833 LINDBERGH BLVD,International City Mews & Villas,881141500,19153,40,1971,Multifamily Housing,563550,4069744,11604809.5,,,89,41,85.6,31187.8,1889.5,
11488610,4443,4200 CITY AVE,Hilton Philadelphia-Homewood Suites,883753000,19131,2,2000,Hotel,258000,3954556,12448460.3,,,55,92.8,190.5,14511.2,1935.6,
18305519.9,4447,600 HARVEY ST,Rittenhouse Hill,881211010,19144,1,2014,Multifamily Housing,520280,5209313,9988152.2,,,50,54.4,130.6,19949.8,2561.2,
18492634,4449,2001 HAMILTON ST,(PA2141 - 2244) - City View North & South,888091015,19130,2,1990,Multifamily Housing,500000,4694204,11156829.6,,,38,59.3,139.6,18214.3,2644,
7973987.3,4461,4201 ISLAND AVE,Sheraton Suites Philadelphia Airport,883742000,19153,1,1985,Hotel,192000,3687911,4377720.8,,,81,64.4,154.4,8567.3,1118.1,
7999526.1,4463,2101-17 CHESTNUT ST,(PA2326) - Riverwest Condominium,883429700,19103,1,1957,Multifamily Housing,337140,4803452,22064110,,,37,89.2,143.2,20603.6,2059.3,
8055199.7,4465,500-10 S BROAD ST,Health Administration Building,782026200,19146,1,1959,Office,77688,4830334,1861880.7,,,21,127.7,350.7,1714,992.5,
8094444.6,4466,3400 RED LION RD,"Sherwood Crossing Associates, LLC",881234000,19114,7,1972,Multifamily Housing,450000,5138939,16047194.4,,,70,53.6,93.9,23038.2,1750.3,
8124555.5,4467,8401 E ROOSEVELT BLVD,Wesley Enhanced Living Pennypack Park,881449300,19152,1,1931,Senior Care Community,216320,4998410,10174011.9,,,69,84.6,167.3,13316.3,1441.7,
11684933.1,4469,1000 FRANKLIN MILLS CIR,Sam's Club #18-6332,882693100,19154,1,2000,Wholesale Club/Supercenter,133000,3782624,6794110.6,,,28,138.9,329.5,1333.1,1657.1,
54385164.6,4397,130 N 18TH ST,153-ONE LOGAN SQUARE,883061505,19103,1,1983,Office,1111787,1485500,14788905.8,,,89,62.2,167.6,10690.1,6818.5,
54646592,4398,150 N INDEPENDENCE MALL W,03-1-Philadelphia Head Office,883009505,19106,1,1976,Financial Office,752612,3254545,42045398.9,,,47,128.5,286.7,11486.8,8295.2,
7572637.2,4402,2820A S 20TH ST # 12,Quartermaster,884095052,19145,1,1941,Office,196375,3882112,2860057.5,,,91,53.1,136.4,4515.7,992,
7593818.9,4403,2979 W SCHOOL HOUSE LN,Alden Park Manor - Kenilworth,881083000,19144,2,1925,Multifamily Housing,356003,5976288,10363710,,,91,50.4,97.5,21280.6,1392.9,
7687341.8,4405,1620 KITTY HAWK AVE,"Urban Outfitters, Inc. - Building #18",NA,19112,1,1916,Office,106698,5018892,52356675,,,1,562.7,741.5,2038.7,3633.7,
7719585.2,4407,1721-33 N 10TH ST,380-University Village-Temple,881299190,19122,3,2004,Multifamily Housing,245287,4979781,4193804.8,,,48,48.6,116.8,9397.1,1079.1,
11317853.1,4413,115-21 S BROAD ST,121 S. Broad,883024500,19107,1,1900,Office,142089,4428195,410.4,,,47,79.7,250.1,1508.7,1255.5,
11330122.6,4414,2200 OREGON AVE UNIT A,BJ's Wholesale Club 162,882245000,19145,1,2004,Wholesale Club/Supercenter,117867,4059761,3711376.5,,,24,127.6,334.9,679.7,1454,
8990183.3,4604,1200 ARCH ST,Hilton Home2 Hotel,883705215,19107,1,2013,Hotel,151350,3898799,3584419.8,,,49,83.1,211.4,6006.9,1187.7,
9056150.9,4606,1100 VINE ST,Grandveiw Condominium,888071998,19107,1,1927,Multifamily Housing,248832,4947854,4330531.3,,,16,53.8,132.6,9812.1,1234.6,
9065980.8,4607,6901 RIDGE AVE,Shop Rite of Roxborough,882117000,19128,1,1990,Supermarket/Grocery Store,54844,1973983,5446001.1,,,86,264.6,623.3,813.3,1295,
9071685.7,4608,8350 ENTERPRISE AVE,Distribution Center #9001,773102500,19153,1,1969,Non-Refrigerated Warehouse,385000,4123417,10685822.2,,,61,51.3,103.1,359.8,1573.9,
12902348.3,4613,4301 BYBERRY RD,Walmart Supercenter #01-2650,882693050,19154,1,2014,Wholesale Club/Supercenter,176191,4457702,5240960.8,,,78,103,261.2,1615.3,1709.6,
12947461.8,4615,1 FRANKLIN TOWN BLVD,One Franklin Town,881146350,19103,1,1988,Multifamily Housing,521968,4930757,3824722.4,,,84,32.1,85.6,14871.9,1639.4,
12987576.7,4616,190 N INDEPENDENCE MALL W,American College of Physicians Headquarters,771523010,19106,1,1998,Office,270210,1452163,5135691.9,,,89,67.1,170.9,4930.4,1713.5,
26005844.3,4620,233-43 S BROAD ST,Doubletree Hotel,883702001,19107,1,1983,Hotel,565764,3774262,11343913.5,,,63,66,165.4,23605.7,3487.4,
12412579.6,4627,433-41 CHESTNUT ST,Hotel Monaco Philadelphia,883009700,19106,1,2012,Hotel,90000,6399973,14112311.3,,,1,294.7,597.7,10508.9,2126.5,
5318096.7,4629,1305-11 WALNUT ST,Holiday Inn Express Midtown,883700000,19107,1,1964,Hotel,110000,6417702,3716917.3,,,30,82.1,187.3,7543.4,787.4,
5781859.2,4633,1518-40 LOMBARD ST,Powerback Rehabilitation,881436700,19146,1,1818,Outpatient Rehabilitation/Physical Therapy,99240,6418454,5877700.3,,,52,117.5,245.1,10492.9,953.6,
9187007.9,4637,2275 BRIDGE ST # 12,Franklin Towne Charter High School,777226180,19137,3,1940,K-12 School,143673,3666158,535517.2,,,9,67.7,204.7,74992.6,1047.6,
9252064.5,4638,5361-91 CHEW AVE,Fresh Grocer,882918660,19138,1,2009,Supermarket/Grocery Store,50000,3619999,7989624,,,15,344.8,748.8,1980.1,1450.7,
9265640.8,4639,180 W GIRARD AVE,291 - Girard Avenue,882932476,19123,1,2011,Supermarket/Grocery Store,51000,5923098,3567636,,,47,251.6,643.9,856.1,1217.3,
13394222.3,4645,3401L CHESTNUT ST,DOMUS,881116111,19104,1,2008,Multifamily Housing,525469,4951216,2871768.4,,,98,31,85.8,12521.9,1638.4,
13420392.3,4646,500 N CHRISTOPHER COLUMBUS BLVD,Philadelphia Warehousing and Cold Storage,884019026,19123,1,1891,Refrigerated Warehouse,335538,3858135,238914.5,,,79,40.7,126.3,3442.1,1501.4,
27748219.7,4649,3400L LANCASTER AVE,382-The Summit at University City,881111120,19104,1,2015,Multifamily Housing,546793,5921000,20109567.4,,,3,87.5,198,404.7,4146.3,
28660510,4653,822-38 CHESTNUT ST,"834 Chestnut Street, Philadelphia",888053901,19107,1,1925,Multifamily Housing,478920,4392908,14912421.6,,,20,91,220.6,17260.3,3971.4,
29305592.9,4654,1400-30 ARCH ST,Municipal Services Building (MSB),782003200,19102,1,1968,Office,491000,4931293,10471355.8,,,76,81,209.8,3384.7,3807.1,
8657393.8,4548,4000 MONUMENT RD,PHILADELPHIA WEST (2124),882150610,19131,1,2007,Retail Store,160219,1548288,2579099.9,,,83,70.1,186.6,3202,1097.4,
8694168.4,4549,2121-41 MARKET ST,2121 Market St.,881035600,19103,1,1915,Multifamily Housing,168365,5022435,1326604.9,,,50,59.5,170.4,6614.7,1034.9,
8696045,4550,1801-23 N 10TH ST,Kardon-Atlantic,881147225,19122,1,1976,Residence Hall/Dormitory,487684,4994229,2502217,,,93,23,61.4,8665.9,1097.6,
12280712.7,4554,6300 OLD YORK RD,Philip Murray House I,886662700,19141,1,1967,Multifamily Housing,219800,5050013,3954556.8,,,9,73.9,194.3,9835.4,1572.4,
12328303.2,4556,1901-39 CALLOWHILL ST,The Granary,881551130,19130,1,2013,Multifamily Housing,270880,5010444,2306547.1,,,27,54,151.8,9010.7,1490.1,
12346383.4,4557,2018-32 WALNUT ST,Wanamaker House,888090644,19103,1,1983,Multifamily Housing,278926,5025694,5779483.9,,,28,65,160.7,11937.1,1676.6,
12381735.1,4558,604-36 S WASHINGTON SQ,Hopkinson House,888051083,19106,1,1963,Multifamily Housing,780000,4992110,12347999.8,,,100,31.7,66.5,29495.5,2029.4,
12517331.4,4559,3722-46 MARKET ST,National Board of Medical Examiners,774688600,19104,1,1980,Office,165000,3687885,4168740.8,,,53,101.1,264.7,3174,1610,
23308644.7,4561,3175 JOHN F KENNEDY BLVD,385-University Crossings,881115750,19104,1,1926,Multifamily Housing,489553,4979914,1446484.2,,,12,50.6,152.6,17440.8,2662.5,
23857226,4564,2201 PARK TOWNE PL,Park Towne Place,881030930,19130,4,1959,Multifamily Housing,1179072,4975614,32644909.9,,,92,47.9,92.6,32340.4,4380.4,
23913431.9,4566,2 FRANKLIN TOWN BLVD,Watermark at Logan Square,881435700,19103,1,1984,Multifamily Housing,455000,3780992,5810786.5,,,11,65.3,178.4,19173.1,2961.4,
8836714.9,4576,2701 MAGEE AVE,07704-Harbison,882129500,19149,1,1980,Supermarket/Grocery Store,52380,1260705,4408700.2,,,60,252.9,618.1,935,1214.4,
8883360.4,4578,2101-07 WALNUT ST,(PA2219) - 2101 Cooperative Inc.,881026500,19103,1,1953,Multifamily Housing,320000,5002018,15587197.1,,,17,76.5,138.3,9832.4,1813.4,
8885619.1,4579,4620-40 E ROOSEVELT BLVD,Walmart Store #01-5103,882181540,19124,1,2003,Retail Store,109554,3769239,2107276.7,,,53,100.3,274.9,1338.2,1097.6,
8914529,4581,8200 E ROOSEVELT BLVD,07725-Pennypack Circle,882067050,19152,1,2002,Supermarket/Grocery Store,50256,1260373,3677199.8,,,57,250.6,633.8,896,1184.2,
12573104,4583,3600 CONSHOHOCKEN AVE,River Park House Condominium,888520668,19131,1,1965,Multifamily Housing,387117,4928708,20187231.2,,,36,84.6,156.7,14718.6,2467,
12685133.6,4585,3101 S 3RD ST,Preferred Freezer Services-Phila,884150410,19148,1,2007,Refrigerated Warehouse,168000,3951344,179901.7,,,44,76.6,238.2,2783.1,1416.7,
25563601.4,4595,500 JAMESTOWN AVE,Roxborough Memorial Hospital,775003010,19128,1,1890,Hospital (General Medical & Surgical),368366,3782770,4285499.6,,,100,81,230.1,14298.7,3063.4,
