parcelId,BuildingType,PrimaryPropertyType,LargestPropertyUseType,YearBuilt,NumberofBuildings,NumberofFloors,SourceEUI,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
2024049009,NonResidential,Other,Manufacturing/Industrial Plant,1950,1,1,264,26660,,2241280.5,,,,,,,,,,,,,,,,
2024049035,NonResidential,Warehouse,Non-Refrigerated Warehouse,1975,1,1,77,28126,44,870625.8125,,,,,,,,,,,,,,,,
2024049036,NonResidential,Warehouse,Non-Refrigerated Warehouse,1964,1,1,34,35000,53,378714.4063,,,,,,,,,,,,,,,,
2024049059,NonResidential,Warehouse,Non-Refrigerated Warehouse,1962,1,1,113.6999969,26150,6,1208407.625,WHSE/OFF,26150,26150,1,AVERAGE,MASONRY,1990,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1962
2024049068,NonResidential,Small- and Mid-Sized Office,Office,1967,1,2,142.3999939,24000,73,1088556.25,OFFICE,24000,20498,1,LOW COST,WOOD FRAME,1970,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1967
2025049007,NonResidential,K-12 School,K-12 School,1968,1,5,128.5,43594,38,2478045.5,McDonnell Hall & Healy Theater,43058,43058,1,GOOD,MASONRY,2000,,HOT WATER,4,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,3,1926
2285200000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1948,1,4,99.69999695,40326,42,2715249.75,,,,,,,,,,,,,,,,
2285230000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1995,1,5,79.09999847,26088,66,892455.875,,,,,,,,,,,,,,,,
2285430000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1900,0,5,89.19999695,48092,,1035044.875,24 RES UNITS + 3 COML UNITS,8082,8082,1,AVERAGE,MASONRY,1989,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,,5,1900
2285440000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1914,1,6,72.19999695,34023,,898115.375,5 COMMERCIAL UNITS,4136,4136,1,AVERAGE/GOOD,MASONRY,1990,Yes,COMPLETE HVAC,1,100,"CONDO, OFFICE (845)",Approx Square,Yes,1,1914
2285450000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1980,1,4,63.5,45421,90,937054.1875,,,,,,,,,,,,,,,,
2293900185,NonResidential,Distribution Center,Distribution Center,1912,1,1,67.90000153,28080,,794724.625,RETAIL & WHSE,28080,14040,1,AVERAGE,MASONRY,1975,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,1,1912
2296600000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1973,1,4,60.09999847,60601,95,924073,,,,,,,,,,,,,,,,
2296610000,Multifamily LR (1-4),Other,Other,1969,1,4,93.90000153,32054,,807185.5,,,,,,,,,,,,,,,,
2296640000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1970,1,4,89.30000305,29222,54,796351.125,,,,,,,,,,,,,,,,
2302300000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,6,122.6999969,27468,,1163748.875,Mixed use Condos,3066,3066,1,AVERAGE,STRUCTURAL STEEL,2009,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2008
2306400085,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1989,1,4,80.30000305,61227,93,1141763.75,WATERMARKE AT WALLINGFORD APTS,61227,37452,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1989
2313980000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1997,1,5,98.80000305,30236,65,951675.5,,,,,,,,,,,,,,,,
0653000026,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1990,1,5,94.19999695,320651,50,7286313.5,Elliott Bay Plaza Apts - I,148236,88457,1,AVERAGE/GOOD,WOOD FRAME,2005,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,5,1990
2329200000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,3,68.09999847,45235,61,980773.375,,2300,2300,1,AVERAGE,WOOD FRAME,1990,Yes,(unknown),1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,,3,1985
2363000000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2002,1,6,81.30000305,65604,88,1697909.625,,,,,,,,,,,,,,,,
2366500000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2009,1,8,95.09999847,322771,89,8669367,Mixed Use,322771,182107,1,GOOD/EXCELLENT,WOOD FRAME,2012,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,8,2009
2382000000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2010,1,31,77,480789,86,19897354,RES CONDO W/2 RETAIL CONDOS,9333,9333,1,GOOD/EXCELLENT,STRUCTURAL STEEL,2009,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Very Irreg,Yes,1,2009
2406800000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2000,1,4,98,35837,61,1073328.625,EVANSTON SQUARE CONDOMINIUM,5018,5018,1,GOOD,REINFORCED CONCRETE,2002,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Long Rect or Irreg,Yes,1,1999
2426039017,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1968,1,3,74.80000305,41567,84,974305.625,BRENTWOOD SQUARE APTS,41567,36087,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1968
2426039037,NonResidential,Senior Care Community,Senior Care Community,1954,1,2,201.1000061,51298,85,5655578,NURSING HOME,51298,51298,1,AVERAGE,WOOD FRAME,1986,,HOT WATER,2,100,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,2,1954
2426039052,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1990,1,10,75.5,284970,77,11828824,INDEPENDENT&ASST LIVING PLUS NUR,238970,238970,1,AVERAGE,WOOD FRAME,1990,Yes,COMPLETE HVAC,4,100,MULTIPLE RESIDENCE (SENIOR CITIZEN) (451),Rect or Slight Irreg,Yes,3,1990
2426039065,NonResidential,Worship Facility,Worship Facility,1962,1,1,36.40000153,22047,100,265774.9063,CHURCH,22047,21409,1,AVERAGE/GOOD,MASONRY,1982,,WARMED AND COOLED AIR,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1962
2426039119,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1967,1,3,83.80000305,116143,77,3024478.5,BRENTWOOD SQUARE APTS,116143,102325,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1967
2426039161,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1976,1,3,76.69999695,44656,68,1091162.75,NORTH 45 APARTMENTS,44656,32220,1,AVERAGE/GOOD,WOOD FRAME,2000,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1976
2426039259,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1968,1,3,82,26159,76,677536.3125,BRENTWOOD SQARE APTS,26159,22084,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1968
2433700015,NonResidential,Warehouse,Non-Refrigerated Warehouse,1979,1,1,219.8000031,31600,3,3363535.5,WAREHOUSE,31600,31600,1,AVERAGE,MASONRY,1979,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1979
2433700068,NonResidential,Warehouse,Non-Refrigerated Warehouse,2007,1,1,55.09999847,35289,63,876425,WAREHOUSE/OPEN OFFICE,35289,32480,1,GOOD,PREFAB STEEL,2007,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,2007
2433700074,NonResidential,Warehouse,Non-Refrigerated Warehouse,1981,1,1,80.69999695,28920,50,1750419,WHSE,28920,28920,1,AVERAGE,MASONRY,1981,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1981
2433700075,NonResidential,Warehouse,Non-Refrigerated Warehouse,1978,1,1,47.79999924,22176,60,736428.625,WAREHOUSE,22176,22176,1,AVERAGE,MASONRY,1978,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1978
2433700076,NonResidential,Warehouse,Non-Refrigerated Warehouse,1978,1,1,26.89999962,31300,89,362874,WAREHOUSE,31300,31300,1,AVERAGE,MASONRY,1978,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1978
2433700165,NonResidential,Warehouse,Non-Refrigerated Warehouse,1979,1,1,100,22000,14,700627.625,Transit Terminal,22000,22000,1,LOW COST,PREFAB STEEL,1990,,SPACE HEATERS,1,100,TRANSIT WAREHOUSE (387),Rect or Slight Irreg,No,1,1979
2434900010,NonResidential,Small- and Mid-Sized Office,Office,1974,1,3,283.3999939,39927,38,3568419.5,OFFICE BLDG,39927,39217,1,AVERAGE,REINFORCED CONCRETE,1990,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1974
2434900060,NonResidential,Other,Other - Recreation,1979,1,1,283.8999939,30610,,4294550,ATHLETIC CLUB,30610,30610,1,AVERAGE,MASONRY,1979,Yes,WARMED AND COOLED AIR,1,100,FITNESS CENTER (483),Rect or Slight Irreg,No,1,1979
2434900090,NonResidential,Medical Office,Medical Office,1980,1,2,116.9000015,26930,64,1002995,OFFICE BUILDING,26930,17500,1,AVERAGE/GOOD,WOOD FRAME,1990,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1980
2434900130,NonResidential,Medical Office,Medical Office,1968,1,2,119,38745,76,2890379,MEDICAL OFFICE,38745,37490,1,AVERAGE/GOOD,REINFORCED CONCRETE,2000,Yes,HEAT PUMP,1,100,MEDICAL OFFICE (341),Long Rect or Irreg,Yes,2,1968
2436200935,NonResidential,Self-Storage Facility,Self-Storage Facility,1959,1,2,132.3999939,20296,,855665.125,COM'L DRY CLEANERS/OFFICE,20296,20296,1,AVERAGE,MASONRY,1990,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,1959
2436201005,NonResidential,Mixed Use Property,Medical Office,1945,1,2,135.8000031,22135,,1261634.5,retail and office,22135,21539,1,AVERAGE,MASONRY,1980,Yes,WARMED AND COOLED AIR,1,100,RETAIL STORE (353),Very Irreg,No,2,1945
2436201055,NonResidential,Medical Office,Medical Office,1967,1,3,92.80000305,38378,86,1645605.125,MEDICAL BLDG,38378,35066,1,AVERAGE,WOOD FRAME,1990,,HEAT PUMP,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,No,3,1967
2437200015,NonResidential,Warehouse,Non-Refrigerated Warehouse,1980,1,2,64.19999695,33576,64,1275231.75,WAREHOUSE/OFFICE,33576,33576,1,AVERAGE,MASONRY,1980,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1980
2437200030,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,1975,1,1,759.2000122,33005,21,10642754,SUPERMARKET,33005,31927,1,AVERAGE,MASONRY,1995,,HEAT PUMP,1,100,SUPERMARKET (446),Rect or Slight Irreg,No,1,1975
2539800000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2007,1,4,79.40000153,67910,41,1906597,FINI CONDOMINIUM,4050,4050,1,AVERAGE/GOOD,REINFORCED CONCRETE,2007,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Long Rect or Irreg,Yes,1,2007
2557900000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1965,1,3,80.69999695,22208,46,570799.8125,,,,,,,,,,,,,,,,
2559300000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2000,1,12,127,264239,33,11258880,Parking Garage,29236,29236,1,GOOD,REINFORCED CONCRETE,2001,Yes,NO HEAT,1,100,PARKING STRUCTURE (345),Very Irreg,Yes,1,2001
2560300000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1982,1,33,130.6999969,231352,11,13631685,,,,,,,,,,,,,,,,
2560350000,NonResidential,Other,Parking,1981,1,1,104.5,20971,,729397.1875,First Hill Plaza Retail Building Condo,20971,19511,1,GOOD,STRUCTURAL STEEL,2000,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,1982
2568000000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1913,1,8,70,43884,93,1568382.25,29 RES & 2 COM'L UNIT CONDO,10468,10468,1,AVERAGE,REINFORCED CONCRETE,1980,Yes,ELECTRIC,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,8,1913
2569800000,Multifamily MR (5-9),Mid-Rise Multifamily,NULL,2000,1,5,95.19999695,45715,72,1289661.25,Condo Office - Commercial,2632,2632,1,AVERAGE,WOOD FRAME,2000,,WARMED AND COOLED AIR,1,100,"CONDO, OFFICE (845)",Long Rect or Irreg,,1,2000
2569830000,Multifamily MR (5-9),Mixed Use Property,Parking,2008,1,5,175.8999939,614114,,10992344,Mixed Use W/163 UNITS,295410,144324,1,AVERAGE/GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,5,2008
2224049087,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2005,1,4,100.9000015,32038,52,1162226.375,22 Unit Apt,32038,17542,1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,5,2005
2225039036,NonResidential,Small- and Mid-Sized Office,Office,1927,1,3,97.59999847,23910,,873577.3125,OFFICE/RETAIL,23910,18445,1,AVERAGE,MASONRY,1986,,REFRIGERATED COOLING,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,1927
2248900000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1957,1,16,106.1999969,151680,40,10213132,,,,,,,,,,,,,,,,
2767601245,NonResidential,Worship Facility,Worship Facility,1910,1,2,32.29999924,21765,80,431390.4063,CHURCH,21765,21765,1,GOOD,MASONRY,1979,,HOT WATER,1,100,CHURCH (309),Rect or Slight Irreg,Yes,2,1910
2767604090,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1977,1,3,74.09999847,24032,,566878.3125,AROS APTS,24032,16444,1,AVERAGE/GOOD,WOOD FRAME,2008,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1977
2767604145,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,4,88.90000153,27553,56,780294.875,NELSON MANOR-LOW INCOME SENIOR,27553,20318,1,AVERAGE,WOOD FRAME,1998,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1985
2249000340,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2014,1,6,81.5,305537,96,9360612,Mixed Use Apartment- 286 UNITS,303912,194290,1,AVERAGE/GOOD,WOOD FRAME,2014,Yes,HEAT PUMP,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,8,2014
2249500120,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2005,1,6,67.19999695,373664,94,7450969,Mixed Use Apartment,373664,197104,1,GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,6,2005
2254500715,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2000,1,4,121.5999985,209575,29,5950438.5,78 unit Apartment,103259,60583,1,AVERAGE/GOOD,WOOD FRAME,2010,Yes,ELECTRIC,1,100,APARTMENT (300),Long Rect or Irreg,Yes,4,2000
2254500880,Campus,University,College/University,1939,1,2,145,2200000,,114648520,Former Coca Cola Bottling Plant,49586,49586,1,LOW COST,MASONRY,2000,,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1932
2254501275,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1909,1,3,135.3000031,24316,45,1241355.375,HELEN V  APTS,24316,23764,1,AVERAGE,WOOD FRAME,1994,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1909
2254502165,NonResidential,Worship Facility,Worship Facility,1901,1,2,117.1999969,26560,1,1751483.875,Lake Washington Girls Middle School,17530,17530,1,GOOD,MASONRY,1995,,HOT WATER,1,100,JUNIOR HIGH SCHOOL (ENTIRE) (366),Rect or Slight Irreg,No,2,1904
2264501050,NonResidential,Warehouse,Non-Refrigerated Warehouse,1957,1,2,18.200000760000002,20140,49,116486.6016,Warehouse,20140,20140,1,AVERAGE,MASONRY,1975,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1957
2663000620,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1930,1,3,67.69999695,38500,88,1422406.25,APARTMENT,38500,26910,1,GOOD/EXCELLENT,WOOD FRAME,2004,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,1930
2680670000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1930,1,14,73.80000305,90000,87,4369513.5,,,,,,,,,,,,,,,,
2684000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1996,1,4,156.3999939,46184,39,1773864.5,office,6149,6149,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,FORCED AIR UNIT,1,0,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1996
2688400000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1967,1,5,95.90000153,20598,71,629306.8125,GALLEON APTS,29875,18729,1,AVERAGE,WOOD FRAME,1992,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,,5,1967
2688700000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2008,1,13,97.09999847,224105,,7945081,GALLERY BELLTOWN - RETAIL CONDOS,4317,4317,1,GOOD,REINFORCED CONCRETE,2009,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Long Rect or Irreg,Yes,1,2009
2692000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2004,1,4,57.59999847,80155,91,1882845.75,Mixed Use Apt / Comml.,80155,48738,1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,4,2004
2695200000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1929,1,4,100,58608,72,4220038,,,,,,,,,,,,,,,,
2695300000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1994,1,6,63.20000076,32989,94,1245197.5,,,,,,,,,,,,,,,,
2724049001,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1967,1,3,109.5999985,25174,22,878509.5,THE ARCHES APTS,25174,20528,1,AVERAGE,WOOD FRAME,1992,No,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1967
2724049002,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1983,1,4,102.0999985,52228,43,1698074.625,SEATTLE SENIOR HOUSING PROGRAM,52228,44393,1,AVERAGE,WOOD FRAME,1998,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1983
2724049105,NonResidential,Retail Store,Retail Store,1992,1,2,364,38845,82,6917280,Line Retail Store,28345,28345,1,GOOD,MASONRY,1992,,WARMED AND COOLED AIR,1,100,LINE RETAIL (860),Rect or Slight Irreg,Yes,2,1992
2724049127,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,1953,1,1,711.5,26092,40,7619445,SUPERMARKET,26092,26092,1,AVERAGE,MASONRY,1995,,WARMED AND COOLED AIR,1,100,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,1953
2726049114,SPS-District K-12,K-12 School,K-12 School,1955,1,1,85.80000305,38582,85,1848878.5,School,40352,40352,1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,1955
2726500000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2006,1,4,85,51405,55,1993273,apartment,51405,42590,1,AVERAGE,WOOD FRAME,2008,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,2006
2738100380,NonResidential,Small- and Mid-Sized Office,Office,1967,1,1,66.30000305,25500,98,1213869.75,WHSE/OFF,25500,25500,1,AVERAGE,MASONRY,1979,,WARMED AND COOLED AIR,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1967
2738100500,NonResidential,Warehouse,Non-Refrigerated Warehouse,1961,1,1,78.69999695,41895,,1242311.5,OFFICE BLDG,18150,18150,1,AVERAGE,MASONRY,1980,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1967
2738100610,NonResidential,Retail Store,Retail Store,1958,1,2,115.8000031,56193,,2497942.75,BLDG A,34672,34672,1,AVERAGE/GOOD,MASONRY,2000,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,1958
2764700000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2002,1,6,142.1999969,66459,41,3040924.25,"The Gilmore, a Condo",66459,66459,1,AVERAGE,WOOD FRAME,2012,Yes,FORCED AIR UNIT,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,Yes,6,2002
2767600820,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1986,1,4,96.80000305,44957,71,926261.1875,32 UNIT APT,44957,30044,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1986
2767704620,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1991,1,4,100.8000031,42401,90,1050982,32 UNIT APT,42401,27840,1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1991
2767900390,NonResidential,K-12 School,K-12 School,1922,1,3,57.40000153,35448,97,1379932.5,CHURCH,17082,17082,1,GOOD,MASONRY,1985,,HOT WATER,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1962
2768100235,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,1966,1,1,781.0999756,29214,8,9336239,GROCERY,31576,31576,1,AVERAGE,MASONRY,1990,,COMPLETE HVAC,1,100,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,1966
2768300150,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1980,1,3,103.3000031,31792,67,696605,MARKET TERRACE APTS 30 UNITS,31792,18000,1,GOOD,WOOD FRAME,2000,Yes,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1980
2768300180,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1996,1,4,103.1999969,30854,14,1014405.375,MIXED USE APARTMENT,41919,25609,1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1996
2768300240,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,2000,1,1,660.2000122,89103,34,14029480,Supermarket,89103,46068,1,GOOD,MASONRY,2000,Yes,COMPLETE HVAC,1,100,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,2000
2768300955,NonResidential,Other,Other - Recreation,1961,1,1,73.59999847,32000,,1331122.125,INDUSTRIAL LIGHT MANUFACTURING,32000,32000,1,AVERAGE,MASONRY,2000,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1961
2768301991,NonResidential,Mixed Use Property,Other,1910,1,2,47.29999924,31140,,935580.3125,FRAME INDUSTRIAL BUILDING (14TH AVE NW),31140,31140,1,AVERAGE,WOOD FRAME,1975,,HOT WATER,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,1910
2768301991,NonResidential,Warehouse,Non-Refrigerated Warehouse,1975,1,3,167.5,41478,3,3035962.25,FRAME INDUSTRIAL BUILDING (14TH AVE NW),31140,31140,1,AVERAGE,WOOD FRAME,1975,,HOT WATER,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,1910
2768302361,NonResidential,Warehouse,Non-Refrigerated Warehouse,1980,1,1,59.29999924,39840,2,752104,STORAGE WAREHOUSE (NW Leary Wy),40000,39840,1,AVERAGE,MASONRY,1990,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1980
2767604205,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1928,1,4,113.1999969,24828,28,2159932,WESTWOOD APARTMENTS-33 UNITS,24828,20925,1,AVERAGE/GOOD,WOOD FRAME,1994,No,HOT WATER-RADIANT,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1928
2767604310,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1987,1,4,89.30000305,43380,69,792734.8125,KRISTINE APTS,43380,27860,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1987
2767604370,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1984,1,4,85.09999847,36248,67,982332.8125,SCHWABACHER HOUSE,36248,28998,1,AVERAGE,WOOD FRAME,1998,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1984
2767604660,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,4,108.1999969,26347,30,907758.5,SUNRISE MANOR,26347,22394,1,GOOD,WOOD FRAME,2002,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1985
2767604780,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1989,1,5,86.80000305,53041,83,2274920.5,APARTMENTS-75 UNITS,53760,30721,1,GOOD,REINFORCED CONCRETE,2005,Yes,HOT WATER,1,100,MULTIPLE RESIDENCES ASSISTED LIVING (LOW RISE),Rect or Slight Irreg,No,5,1989
