parcelId,BuildinDescription,ENERGYSTARScore,SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode,SiteEnergyUseLog
2926049163,WAREHOUSE DISCOUNT STORE,,1998725.25,131.5,32009,AVERAGE,MASONRY,39,66,Yes,FORCED AIR UNIT,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,2,458,FORCED AIR UNIT,14.508020160314421
2926049166,23 UNIT APT BLDG,46,705262.125,90.19999695,24552,AVERAGE/GOOD,WOOD FRAME,13,39,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.466324821201388
2926049178,SEATTLE HOUSING AUTH 118-UNITS,63,3600897.25,108.3000031,88340,AVERAGE,REINFORCED CONCRETE,21,48,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,ELECTRIC WALL,15.09669360848329
2926049223,LINE RETAIL,69,1900006.25,143.3999939,41615,AVERAGE,MASONRY,38,52,,HEAT PUMP,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,HEAT PUMP,14.457367733604944
2926049266,MEDICAL OFFICE,55,1459199.75,122.4000015,28841,AVERAGE/GOOD,WOOD FRAME,18,30,Yes,WARMED AND COOLED AIR,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,WARMED AND COOLED AIR,14.193398726975435
2926049277,NORTHWAY EAST OFFICE BUILDING,53,9080022,231.1999969,86400,AVERAGE/GOOD,REINFORCED CONCRETE,38,44,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,WARMED AND COOLED AIR,16.02158717348203
2926049409,CONVLESCENT HOSPITAL,,7265178,311,54224,AVERAGE,REINFORCED CONCRETE,54,54,Yes,HOT WATER,1,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,3,313,HOT WATER,15.798603355718722
2926049469,NORTHAVEN APTS,15,6682175,135.8999939,124904,AVERAGE,REINFORCED CONCRETE,23,46,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,8,300,ELECTRIC WALL,15.714954091319436
2926049490,NORTHWAY WEST OFFICE BUILDING,56,6361236.5,231,86483,AVERAGE/GOOD,REINFORCED CONCRETE,28,37,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR,15.665733334658523
2997800006,ALKI PLACE APTS,81,552822.125,70.19999695,24711,AVERAGE,WOOD FRAME,17,30,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL,13.22279157415132
3004800005,SCHOOL,92,959352,64,42975,AVERAGE,WOOD FRAME,38,94,,FORCED AIR UNIT,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,FORCED AIR UNIT,13.774013335528952
3024049003,WAREHOUSE / Light Manufacturing,1,13962749,502.7000122,70400,AVERAGE,REINFORCED CONCRETE,48,48,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS,16.45190355568312
3024049018,OFFICE SHOP,,1612105.75,137.3999939,23260,AVERAGE,MASONRY,38,55,,SPACE HEATERS,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,SPACE HEATERS,14.293051801633984
3024049026,WAREHOUSE OFC,88,2619088.5,180.1000061,30659,AVERAGE,MASONRY,25,30,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,406,SPACE HEATERS,14.778336914442411
3024049159,INDUSTRIAL/WHSE,61,2225512,36.09999847,140520,AVERAGE,MASONRY,49,50,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,14.61549755947024
3025049001,OFFICE STRUCTURE,95,4636396.5,145.6999969,154029,AVERAGE/GOOD,REINFORCED CONCRETE,8,32,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC,15.349448006100403
3025049004,SHOP & WAREHOUSE,,1012024.313,74.5,27144,AVERAGE,MASONRY,38,98,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,406,SPACE HEATERS,13.827463153244517
3026049024,BANK & OFFICE,72,3191228.25,194.1000061,55442,GOOD,STRUCTURAL STEEL,22,22,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR,14.97591643200344
3026049051,MEDICAL/DENTAL OFFICE,,6963616.5,312.5,161789,GOOD,REINFORCED CONCRETE,13,13,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,COMPLETE HVAC,15.756209509427963
3026049093,WAREHOUSE DISCOUNT RETAIL,60,10713006,180.8999939,101830,AVERAGE,MASONRY,23,23,,FORCED AIR UNIT,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,No,1,458,FORCED AIR UNIT,16.186969075311747
3026049128,PROTON THERPAY CENTER,,31803568,1527.300049,53575,GOOD,MASONRY,6,6,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,341,COMPLETE HVAC,17.27508904271418
3026049142,MC MURRAY MEDICAL OFFICE BUILDING,,4765753.5,234.1999969,63909,GOOD,REINFORCED CONCRETE,13,13,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Very Irreg,Yes,3,341,COMPLETE HVAC,15.37696621478292
3034200285,CHURCH,,1614026.25,66.09999847,44719,GOOD,WOOD FRAME,38,53,,FORCED AIR UNIT,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,Yes,2,308,FORCED AIR UNIT,14.294242391620296
3043200045,APTS,32,586848.1875,90.5,20368,AVERAGE,WOOD FRAME,18,46,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL,13.282521441000029
3043200100,PRINCE OF WALES APTS,57,1747034,112.9000015,22059,AVERAGE,WOOD FRAME,20,91,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,14.373430050861558
3086003260,Res apartments w/ground floor retail,93,1118490,73.59999847,45167,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,ELECTRIC WALL,13.927490119326981
3124049001,WHSE,53,436252.5,31.799999239999998,42900,AVERAGE,MASONRY,36,39,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,12.98597648314138
3124049151,"VEHICLE MAINTENANCE SHED, BLDG A",,3094090,195.6999969,26232,AVERAGE,PREFAB STEEL,28,47,,SPACE HEATERS,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,SPACE HEATERS,14.945004398250585
3126049011,WAREHOUSE & OFFICE,,971155.625,31.89999962,53472,AVERAGE,MASONRY,49,70,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,SPACE HEATERS,13.78624200734565
3126049122,MICHELE APTS,73,1054581.375,102.0999985,38100,GOOD,WOOD FRAME,16,33,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.868654445198109
3126049316,WAREHOUSE,,1063960.125,110,25658,AVERAGE,MASONRY,8,49,,SPACE HEATERS,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,1,840,SPACE HEATERS,13.877508471677706
3126049389,OAKTREEPLAZA  SUPRMKT(BLD#5) PP#29446150,6,6674179.5,351.7000122,45155,AVERAGE,MASONRY,22,32,,PACKAGE UNIT,1,SUPERMARKET (446),Very Irreg,Yes,1,446,PACKAGE UNIT,15.713756833346824
3224049007,DISTRIBUTION WHSE BLDG 1,3,2186148.5,176.6999969,32000,LOW COST,MASONRY,43,52,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,14.597651877707758
3224049012,OFFICE/WHSE BLDG A,,1356972.25,87.90000153,31360,AVERAGE,MASONRY,34,39,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,14.12076648908691
3224049012,OFFICE/WHSE BLDG A,,2339234,154.1999969,33320,AVERAGE,MASONRY,34,39,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,14.665334083315686
3224049012,OFFICE/WHSE BLDG A,55,1176342.25,82.5,27420,AVERAGE,MASONRY,34,39,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,13.977920394011575
3224049045,WHSE,14,1847401,73.90000153,50417,AVERAGE,MASONRY,38,38,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,14.429290344441789
3225049001,Apartments-105 UNITS,95,2759071.5,79.59999847,123075,AVERAGE/GOOD,WOOD FRAME,4,4,Yes,COMPLETE HVAC,1,APARTMENT (300),Very Irreg,Yes,6,300,COMPLETE HVAC,14.830404768050292
3225049002,12TH & MADISON SELF STORAGE,,1381590.125,28.799999239999998,84870,AVERAGE,REINFORCED CONCRETE,39,108,Yes,HOT WATER,1,"MINI WAREHOUSE, HI-RISE (525)",Very Irreg,No,5,525,HOT WATER,14.138745658278928
3225049017,WAREHOUSE,,111969.7031,16.700000760000002,24248,AVERAGE,MASONRY,56,56,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,11.625983605647619
3226049177,OUTPATIENT HOSPITAL/MEDICAL OFFICE,21,15640994,305.1000061,133298,GOOD,REINFORCED CONCRETE,22,57,Yes,PACKAGE UNIT,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,PACKAGE UNIT,16.565405846049117
3226049228,The Luxe at Meridian,84,3699690,98.19999695,127230,AVERAGE,REINFORCED CONCRETE,24,48,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,9,300,ELECTRIC WALL,15.123759590320612
3226049298,LA ROMARR APT'S,47,662701.1875,103.4000015,20132,AVERAGE/GOOD,WOOD FRAME,22,51,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.404079469986588
3274900000,MULTIPLE RESIDENCE,39,2721296.25,97,88096,AVERAGE,WOOD FRAME,22,39,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,,4,352,ELECTRIC,14.816618887252337
3277800690,STEWART MANOR,21,2765612.25,152.6000061,49510,AVERAGE,MASONRY,26,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,6,300,ELECTRIC WALL,14.832772596998312
3277801539,Alder Crest Apartments,24,1034808.875,146.8999939,23664,AVERAGE,WOOD FRAME,15,41,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL,13.849727305793762
3278603180,Apartment,76,1934971,81.69999695,56334,AVERAGE,WOOD FRAME,10,12,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC,14.475602897253609
3298700490,SENIOR CENTER/ADMIN. OFFICES/FOOD PANTRY,52,968026.3125,88.09999847,24224,GOOD,MASONRY,8,61,,FORCED AIR UNIT,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,FORCED AIR UNIT,13.783014548223992
3298700615,CHURCH,78,400770.9063,33.29999924,23706,GOOD,WOOD FRAME,23,55,,FORCED AIR UNIT,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,1,308,FORCED AIR UNIT,12.901145237046222
3300700915,ELSKAN APTS,,505601,90.59999847,20599,AVERAGE,WOOD FRAME,22,42,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.13350309966093
3303700120,ASTOR COURT,24,817695.6875,100.6999969,29896,AVERAGE,MASONRY,23,92,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,HOT WATER,13.614245526197063
3303700475,ANDREWS APARTMENT & 4-PLEX,100,464155.1875,34.70000076,20022,AVERAGE,WOOD FRAME,24,108,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,13.047974231109478
3319500515,,85,2630929.5,84.30000305,97978,GOOD,REINFORCED CONCRETE,14,46,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,10,300,ELECTRIC WALL,14.782847763768316
3319500750,Mixed Use Residential,64,2003948.375,90.40000153,87041,AVERAGE/GOOD,WOOD FRAME,6,10,Yes,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,459,ELECTRIC WALL,14.510629979877029
3319500785,248-unit Mixed Use,97,9977330,88.09999847,371442,AVERAGE/GOOD,WOOD FRAME,6,10,Yes,HEAT PUMP,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,459,HEAT PUMP,16.115826077423616
3319501010,Low Income Elderly Housing,50,1427482.75,102.4000015,38407,AVERAGE/GOOD,WOOD FRAME,4,5,Yes,PACKAGE UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,PACKAGE UNIT,14.171423136376243
3319501670,WHEELER APTS 50 UNITS,67,1034827.313,93.19999695,34846,LOW COST,WOOD FRAME,30,50,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,ELECTRIC WALL,13.849745123418044
3320000095,RETAIL \ OFFICE BUILDING,47,1748444.25,181.8000031,25200,AVERAGE,MASONRY,59,111,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,WARMED AND COOLED AIR,14.374236950504843
3320000165,SEATTLE BUDDHIST CHURCH,100,284857.3125,13.19999981,45068,AVERAGE,MASONRY,43,71,,COMPLETE HVAC,1,CHURCH (309),Long Rect or Irreg,Yes,1,309,COMPLETE HVAC,12.55974367598504
3320000775,Residential Care Facility,80,1328461.25,155.1000061,28296,AVERAGE,MASONRY,38,55,,HEAT PUMP,1,OPEN OFFICE (820),Rect or Slight Irreg,No,2,820,HEAT PUMP,14.099531875521752
3325049002,Senior Housing,,1570758.25,110.8000031,71597,AVERAGE,WOOD FRAME,12,20,,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,6,459,ELECTRIC WALL,14.267069022519426
3325049042,Planned Parenthood,55,1965075.625,189.3000031,31357,AVERAGE/GOOD,REINFORCED CONCRETE,19,19,Yes,PACKAGE UNIT,1,MEDICAL OFFICE (341),Very Irreg,Yes,3,341,PACKAGE UNIT,14.49104128855002
3332501090,SHARPLES JR HIGH,79,6127771.5,58.90000153,173185,AVERAGE,MASONRY,53,66,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER,15.628341701848347
3333001690,STORAGE WAREHOUSE,,863703,101.4000015,23100,AVERAGE,MASONRY,38,63,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,FORCED AIR UNIT,13.668984238690618
3333002620,GRACE APOSTOLIC CHURCH,96,440419.1875,40.90000153,22895,GOOD,WOOD FRAME,36,37,,HEAT PUMP,1,CHURCH (309),Rect or Slight Irreg,Yes,3,309,HEAT PUMP,12.995482251228546
3336000125,27-uinit apt,89,592221,85.90000153,21640,AVERAGE,MASONRY,28,56,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.29163515501381
3357400125,Apartment Mixed Use,75,9367205,94.30000305,289471,AVERAGE/GOOD,WOOD FRAME,7,13,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,7,459,ELECTRIC,16.052725317293945
3357400211,WEST COAST SELF-STORAGE - 851 UNITS,,940844.6875,32,101580,GOOD,REINFORCED CONCRETE,4,4,Yes,ELECTRIC,1,"MINI WAREHOUSE, HI-RISE (525)",Very Irreg,Yes,4,525,ELECTRIC,13.754533354466973
3359500584,SEATTLE HOUSING AUTHORITY APTS,55,1026041.125,112.8000031,35577,AVERAGE,WOOD FRAME,20,35,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.84121838675556
3362400870,Mixed Use Apartment,,823032.375,111,41474,AVERAGE,REINFORCED CONCRETE,9,9,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC,13.620750816674075
3362900895,CHURCH & CLASS ROOMS,58,1195165.25,65.5,41600,GOOD,MASONRY,38,67,,HOT WATER,1,CHURCH (309),Rect or Slight Irreg,Yes,2,309,HOT WATER,13.993795018306153
3373900000,35 UNIT CONDO,96,1210798.375,77,61745,AVERAGE/GOOD,REINFORCED CONCRETE,11,37,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC,14.006790514040924
3383900095,Mixed use apartment/retail,89,754098.5,87.5,43969,AVERAGE/GOOD,WOOD FRAME,8,19,Yes,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,3,459,ELECTRIC WALL,13.53327827506265
3388120000,Residential/Community Center,15,1986611.375,80.80000305,56617,AVERAGE/GOOD,MASONRY,12,101,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC WALL,14.501940918610284
3389900115,STORES & APTS,,454124.3125,67,21239,LOW COST,MASONRY,53,93,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,3,353,HOT WATER,13.026126255622
3389900410,,99,607817.1875,59.09999847,26843,GOOD,WOOD FRAME,8,21,Yes,FORCED AIR UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,FORCED AIR UNIT,13.317629437281527
3389900435,Apts,81,816510.875,80.5,26280,AVERAGE,WOOD FRAME,26,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL,13.612795510348661
3426049159,CASCADE VIEW APARTMENTS,77,498649.3125,77.19999695,20278,AVERAGE,WOOD FRAME,26,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.119658347106512
3442000035,BERGAN PLACE,81,941257.3125,90.5,41332,AVERAGE,WOOD FRAME,16,31,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,ELECTRIC,13.754971826990365
3442000069,JEFFERSON COURT,94,1400053.875,95.69999695,70094,AVERAGE,WOOD FRAME,17,31,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL,14.152021275987925
3448000030,THE WILLOWS COURT APTS,80,2712983.75,91.09999847,134490,AVERAGE,WOOD FRAME,17,31,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.813559601943808
3448000500,APARTMENT BLDG 28 UNITS,73,716940.625,82.80000305,36172,AVERAGE,WOOD FRAME,22,42,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.482748305832013
3467800005,WAREHOUSE,,1964681.25,192.8000031,31900,AVERAGE/GOOD,MASONRY,23,55,,COMPLETE HVAC,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,COMPLETE HVAC,14.490840576386969
3481800010,Office,91,6486377.5,195.8999939,175885,AVERAGE,REINFORCED CONCRETE,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,COMPLETE HVAC,15.685214766437552
3505100761,APTS,100,164817.9063,25.60000038,20184,AVERAGE,WOOD FRAME,25,61,No,WALL FURNACE,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,WALL FURNACE,12.01259654528802
3524049011,STARLITER,72,783104.125,114.1999969,21540,AVERAGE,WOOD FRAME,28,56,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.571020948251652
3528901115,TARA APTS,79,505949.0938,73.5,21608,AVERAGE,WOOD FRAME,28,54,No,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL,13.134191338070226
3566800215,CROWN RIDGE APTS,90,905926.875,81.5,33733,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.716713869847204
3573200005,WAREHOUSE & OFFICES,93,1028376.875,23.60000038,104786,AVERAGE,MASONRY,39,49,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,406,SPACE HEATERS,13.84349226773443
3573200250,"INDUSTRIAL BLDG ""A""",19,709990.8125,85.40000153,26094,AVERAGE,MASONRY,65,65,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS,13.473007308792928
3573200895,FURNITURE MFG,62,1628540,64.80000305,38412,AVERAGE,MASONRY,59,94,,NO HEAT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,NO HEAT,14.303194465877583
3573200920,PACIFIC INTERIORS & CITY HOME STORE,,545426.375,66.19999695,25881,LOW COST,MASONRY,68,88,,NO HEAT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,NO HEAT,13.209323107226933
3573201061,WHSE,,106918,14.80000019,24617,AVERAGE,REINFORCED CONCRETE,48,86,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,11.579817464503643
3573700130,MAY STEEL PLANT,,2339814.25,28.89999962,110689,LOW COST,PREFAB STEEL,43,45,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,14.665582103841217
3573700195,WHSE/OFF,69,1748644.5,91.30000305,37247,AVERAGE,MASONRY,38,54,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS,14.374351474335683
3573700320,OFFICE/WHSE,95,6235947,144,93610,AVERAGE,MASONRY,38,68,Yes,SPACE HEATERS,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,344,SPACE HEATERS,15.645841010085842
3573700330,WHSE/OFFICE,86,2058955.25,114,53620,AVERAGE,MASONRY,39,70,,SPACE HEATERS,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,344,SPACE HEATERS,14.537709251922358
3573700406,WHSE/OFF,49,2100216.5,91.40000153,48890,AVERAGE,MASONRY,53,77,,HOT WATER,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,HOT WATER,14.557550992617799
3573700408,OFFICE BUILDING,3,4416909.5,319,43473,AVERAGE/GOOD,MASONRY,8,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,344,COMPLETE HVAC,15.300950801349064
3573700410,IRIDIO,62,3202213,162.1000061,50008,AVERAGE/GOOD,MASONRY,18,80,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,344,FORCED AIR UNIT,14.979352691250801
3624039057,ROXHILL ELEM SCHOOL,86,2075891,82.19999695,46797,AVERAGE,MASONRY,38,60,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,365,HOT WATER,14.545901017072534
3624039128,WESTWOOD HEIGHTS,68,4028075.5,110.9000015,100536,AVERAGE,REINFORCED CONCRETE,22,40,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,7,352,ELECTRIC WALL,15.208799276438373
3624039166,DISCOUNT STORE,81,7305474,181.6000061,102500,AVERAGE,MASONRY,26,26,,HEAT PUMP,1,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,319,HEAT PUMP,15.804134488125518
3626039053,CROWN HILL ELEMENTARY SCHOOL,,3275779.25,104.5,42172,AVERAGE,MASONRY,42,92,,FORCED AIR UNIT,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,365,FORCED AIR UNIT,15.002066337679809
3626039064,MIXED USE APARTMENT W/RETAIL,,4585966,241.1999969,38050,AVERAGE,MASONRY,49,89,,WARMED AND COOLED AIR,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,2,459,WARMED AND COOLED AIR,15.33851132850421
3646100005,Office Building,93,1508561.875,131,39953,AVERAGE,WOOD FRAME,23,47,,PACKAGE UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,PACKAGE UNIT,14.226667354307175
3646100320,Autozone,15,1676426.5,248.3000031,21200,AVERAGE,MASONRY,20,20,,COMPLETE HVAC,1,MIXED USE RETAIL (830),Very Irreg,Yes,2,830,COMPLETE HVAC,14.332175002591244
3658700540,MINI-STORAGE,,561473.875,38.90000153,22522,AVERAGE,MASONRY,33,71,,NO HEAT,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,No,3,525,NO HEAT,13.23832052491882
3658700555,MINI STG WAREHOUSE,,905750.375,52.59999847,38959,GOOD,WOOD FRAME,18,22,Yes,SPACE HEATERS,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,4,525,SPACE HEATERS,13.716519022778767
3667500025,PENN HALL APTS,17,2253647.75,142.6999969,27840,AVERAGE,MASONRY,28,92,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER,14.62806068364074
3667500085,HONEYSUCKLE APTS,19,816300.5,145.3999939,20739,AVERAGE,WOOD FRAME,22,40,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,ELECTRIC WALL,13.612537825959167
3683900005,OFFICE-MISC RETAIL,,1218112,147.3999939,25955,LOW COST,MASONRY,48,90,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,SPACE HEATERS,14.012812677047457
3726800210,JEFFERSON PK APTS,98,586358.875,49.79999924,25120,GOOD,WOOD FRAME,27,93,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,13.281687295785577
