parcelId,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
4088803750,LK UNION OFFICE BUILDING,"94,002","80,355",1,AVERAGE,REINFORCED CONCRETE,1980,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,7,1970
4088803835,RESTAURANT & OFFICES,"34,072","33,514",1,AVERAGE,STRUCTURAL STEEL,1985,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1962
4088803945,OFFICE BLDG,"23,355","21,915",1,AVERAGE,WOOD FRAME,1998,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,1949
4088803975,OFFICE BLDG,"30,840","28,780",1,AVERAGE,WOOD FRAME,1975,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,1965
4088804350,Retail,"29,498","29,498",1,AVERAGE/GOOD,WOOD FRAME,2010,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,2,1968
4088804520,WHSE,"23,050","17,314",1,AVERAGE,WOOD FRAME,1980,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1938
4088804565,OFFICE,"49,782","46,566",1,AVERAGE,STRUCTURAL STEEL,2008,Yes,COMPLETE HVAC,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,4,2008
4092300005,RETAIL,"46,059","46,059",1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,1,1930
4092300140,KELLY ANNE APTS,"32,331","19,688",1,AVERAGE,WOOD FRAME,2006,No,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1986
4092300345,THE HAZELTON APARTMENTS,"40,152","17,935",1,AVERAGE,WOOD FRAME,2001,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1988
4092300375,CAMPUS VIEW APTS,"42,189","26,993",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,5,1986
4092300460,WESTWOOD APTS,"84,385","51,581",1,AVERAGE,WOOD FRAME,1998,No,ELECTRIC WALL,3,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1985
4092300780,MAPLEWOOD APT,"30,964","19,716",1,AVERAGE,WOOD FRAME,2003,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1985
4092300810,40 UNIT APT BLDG,"40,090","32,072",1,AVERAGE,WOOD FRAME,2003,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1983
4092300860,24 UNIT APT BLDG,"31,034","18,850",1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1987
4092301205,MULTI RES,"24,153","14,071",1,AVERAGE,WOOD FRAME,2001,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1990
4092301481,KELSEY APARTMENTS,"47,332","29,217",1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1986
4092301550,TELEPHONE EQUIPMENT BLDG,"28,586","28,586",1,AVERAGE,REINFORCED CONCRETE,1965,,WARMED AND COOLED AIR,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,1962
4092301630,PORTAGE BAY APTS,"46,689","32,814",1,AVERAGE,WOOD FRAME,2006,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1986
4092302015,60 unit apt,"25,032","14,011",1,AVERAGE,WOOD FRAME,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Long Rect or Irreg,Yes,4,2014
4092302105,Apartment,"30,649","24,520",1,AVERAGE,WOOD FRAME,2014,Yes,WALL FURNACE,1,100,APARTMENT (300),Long Rect or Irreg,Yes,5,2014
4114601145,"RESTAURANT,OFFICE & STORAGE","8,285","8,285",1,AVERAGE/GOOD,WOOD FRAME,1980,,COMPLETE HVAC,1,100,"RESTAURANT, TABLE SERVICE (350)",Rect or Slight Irreg,No,2,1927
4114601380,Formerly SHANGRI-LA,"72,566","63,000",1,GOOD,WOOD FRAME,1999,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1961
4114601420,TRINITY SHORES APTS,"25,966","20,780",1,GOOD,MASONRY,1992,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,1959
4180180000,Commercial Condo Units,"5,778","5,778",1,AVERAGE,WOOD FRAME,2000,,ELECTRIC,1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,,1,2000
4193800000,Cliff House & Outlook Hotel,"34,238","34,238",1,AVERAGE,REINFORCED CONCRETE,2005,Yes,STEAM WITHOUT BOILER,1,100,GROUP CARE HOME (424),Very Irreg,Yes,9,1908
4206900410,"RETAIL, OFFICE & STORAGE","26,922","26,922",1,AVERAGE,WOOD FRAME,1985,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1938
4206900485,OFFICE,"44,510","42,483",1,AVERAGE,MASONRY,2007,Yes,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,2007
4206900675,Multiple Residence,"23,341","15,227",1,GOOD,WOOD FRAME,2010,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,4,1989
4206901020,SCHOOL,"32,382","32,382",1,AVERAGE,MASONRY,1980,,STEAM,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,1918
4226900030,OFFICE & AUDITORIUM,"25,864","23,668",1,AVERAGE,MASONRY,1980,Yes,ELECTRIC WALL,1,100,AUDITORIUM (302),Rect or Slight Irreg,Yes,3,1908
4232400480,19 UNIT APARTMENT,"20,064","16,748",1,AVERAGE,MASONRY,1992,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,1922
4232400680,34-UNIT APT,"33,430","23,800",1,AVERAGE/GOOD,WOOD FRAME,1993,No,HOT WATER,2,100,APARTMENT (300),Very Irreg,No,4,1911
4232401360,Mixed Use Retail/Office/Apts,"28,878","19,443",1,AVERAGE,WOOD FRAME,2007,Yes,HEAT PUMP,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,4,2001
4232401365,RETAIL,"21,656","14,466",1,GOOD,MASONRY,1990,,ELECTRIC WALL,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,2,1947
4232903170,INDUSTRIAL BLDG,"23,040","23,040",1,AVERAGE/GOOD,MASONRY,1976,,HOT WATER,1,100,INDUSTRIAL ENGINEERING BUILDING (392),Rect or Slight Irreg,No,3,1921
4232903455,INDUSTRIAL BLDG,"36,771","36,771",1,AVERAGE,MASONRY,1985,,FORCED AIR UNIT,1,100,INDUSTRIAL ENGINEERING BUILDING (392),Rect or Slight Irreg,No,2,1956
4232903850,The GILBERT APARTMENTS,"87,261","52,570",1,GOOD,PREFAB STEEL,2011,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,4,2005
4235400735,THE MAGNOLIA,"34,854","20,196",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,1989
4240400005,SCHOOL BUILDINGS A & B,"66,000","66,000",1,AVERAGE/GOOD,MASONRY,2005,,WARMED AND COOLED AIR,2,100,ELEMENTARY SCHOOL (ENTIRE) (365),Long Rect or Irreg,Yes,2,1999
4310701070,CITY LIGHT WAREHOUSE,"85,017","82,664",1,AVERAGE/GOOD,REINFORCED CONCRETE,1987,,HOT WATER,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,1957
4310701210,OFFICE BUILDING,"25,111","21,922",1,AVERAGE,MASONRY,1985,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1982
4310701280,OAK VIEW APARTMENT,"43,854","26,813",1,AVERAGE/GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,APARTMENT (300),Long Rect or Irreg,Yes,6,2008
4310701525,CAROLYN COURT APTS,"23,448","15,045",1,AVERAGE,WOOD FRAME,2001,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1989
4311050000,Mixed Use Apartment,"39,286","35,408",1,AVERAGE/GOOD,REINFORCED CONCRETE,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,2014
4315700020,SCHOOL,"53,189","53,189",1,AVERAGE/GOOD,MASONRY,1991,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1910
4315700240,RETIREMENT & NURSING HOME-OLD BLD,"85,445","85,445",1,GOOD,WOOD FRAME,1980,Yes,FORCED AIR UNIT,2,100,HOME FOR THE ELDERLY (330),Rect or Slight Irreg,No,4,1907
4315700727,WEST WINDS APTS,"22,984","16,960",1,AVERAGE,WOOD FRAME,1990,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,No,4,1963
4315700729,HALCYON APTS,"26,342","18,255",1,AVERAGE,WOOD FRAME,1994,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,4,1968
4315700815,TRACY ANN APTS,"26,498","21,520",1,AVERAGE,WOOD FRAME,1990,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1964
4319200655,OLYMPIC MANOR APTS & S,"28,683","27,150",1,AVERAGE,WOOD FRAME,1996,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1978
4340200000,Mixed Use,"61,656","51,331",1,AVERAGE/GOOD,WOOD FRAME,2012,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,6,2010
4358700215,MERIDIAN PLACE APARTMENTS,"51,908","37,766",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1986
4358700216,MERIDIAN PLACE APT,"46,339","30,836",1,AVERAGE,WOOD FRAME,2001,Yes,WALL FURNACE,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1987
4358700220,MERIDIAN PLACE APTS,"43,245","32,564",1,AVERAGE,WOOD FRAME,2001,Yes,WALL FURNACE,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1987
4358700225,MERIDIAN PLACE,"56,800","52,180",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1989
4361200005,CHURCH & DAYCARE,"29,079","29,079",1,AVERAGE,WOOD FRAME,1990,,FORCED AIR UNIT,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1955
4385700325,OFFICE BUILDING,"28,848","12,500",1,AVERAGE,MASONRY,2000,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1982
4397500000,CONV WAREHSE NOW ARTIST LOFTS,"8,614","8,614",1,AVERAGE,MASONRY,1985,Yes,ELECTRIC,1,100,LOFT (338),Rect or Slight Irreg,,5,1904
4400200020,Mixd Use Apt,"44,432","22,943",1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,2004
4432600005,ADMIRAL APTS 30 UNITS,"23,671","17,259",1,AVERAGE/GOOD,MASONRY,1999,No,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1926
4443801580,ELEMENTARY SCHOOL (Building B),"109,718","109,718",1,AVERAGE/GOOD,MASONRY,2017,,STEAM,1,50,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,2017
4452300055,OFFICE BLDG,"20,410","20,410",1,AVERAGE,WOOD FRAME,1995,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1995
4458720000,LUMEN - 2 Com Units (94 Res),"70,963","70,963",1,GOOD,REINFORCED CONCRETE,2007,Yes,WARMED AND COOLED AIR,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,Yes,4,2007
4458720010,LUMEN - 2 Com Units (94 Res),"70,963","70,963",1,GOOD,REINFORCED CONCRETE,2007,Yes,WARMED AND COOLED AIR,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,Yes,4,2007
4468400005,HOTEL NEXUS - NORTHGATE,"64,893","64,893",1,AVERAGE,WOOD FRAME,2000,Yes,COMPLETE HVAC,1,100,"Hotel, Limited Service (595)",Rect or Slight Irreg,Yes,4,1968
4468400160,PARK MERIDIAN,"14,965","11,024",1,AVERAGE,WOOD FRAME,1991,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1977
4468400195,OSPREY APTS - 20 UNITS,"25,160","20,400",1,AVERAGE/GOOD,WOOD FRAME,1999,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1973
4468400220,ETHYLE MANOR,"26,254","21,192",1,AVERAGE,WOOD FRAME,1995,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1971
4700000000,Mixed use Retail Apartment,"345,069","191,827",1,GOOD,WOOD FRAME,2013,Yes,ELECTRIC WALL,1,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,6,2012
5014800000,Commercial Condo Units,"3,346","3,346",1,GOOD,STRUCTURAL STEEL,2008,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Approx Square,Yes,1,2008
5016001680,NURSING HOME,"34,074","34,074",1,GOOD/EXCELLENT,MASONRY,1991,Yes,HEAT PUMP,1,100,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,3,1991
5036300005,24 unit apartment building,"35,835","23,967",1,AVERAGE,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,4,1977
5036300165,MAGNOLIA VISTA & MAGNOLIA MANOR,"54,386","45,642",1,GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Very Irreg,No,4,1968
5036300260,MAGNOLIA CRESTVIEW APTS,"25,959","23,203",1,GOOD,WOOD FRAME,1992,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1968
5036300270,MAGNOLIA CREST APT,"25,326","20,714",1,GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1968
5036300290,MAGNOLIAN APTS,"37,086","29,695",1,GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1967
5036300350,former HILLCREST APTS,"56,104","45,078",1,GOOD,WOOD FRAME,2001,Yes,ELECTRIC WALL,3,100,APARTMENT (300),Very Irreg,No,4,1969
5036300461,CASA LADARO APTS BLDG #1,"23,705","18,824",1,GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1968
5036300600,OVERLOOK AT MAGNOLIA (BLDGS 5 & 6),"78,269","54,712",1,GOOD,WOOD FRAME,2001,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Very Irreg,No,5,1970
5036300605,Overlook at Magnolia (Bldgs 3 & 4),"74,628","54,484",1,GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Very Irreg,No,5,1970
5036300620,Overlook at Magnolia (Bldg #1),"40,560","33,540",1,GOOD,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,5,1968
5036300640,Overlook at Magnolia (Bldg #2),"44,687","36,432",1,GOOD,WOOD FRAME,2001,No,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,5,1968
5036300675,Overlook at Magnolia (Bldg #7),"32,441","23,999",1,GOOD,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,5,1973
5036300680,Overlook at Magnolia (Bldg #8),"33,466","29,040",1,GOOD,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,5,1973
5036300690,Overlook at Magnolia (Bldg # 9),"36,178","27,831",1,GOOD,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,5,1973
5036300750,Overlook at Magnolia (Bldg #10),"29,588","23,866",1,GOOD,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1974
5036300930,Overlook at Magnolia (Bldg #11),"34,602","25,029",1,GOOD,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,4,1974
5050150000,Main Street Condo,"57,661","23,286",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,5,2001
5084400005,WAREHOUSE,"93,020","93,020",1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1974
5084400100,WHSE,"24,291","24,291",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1953
5084400170,WHSE,"36,544","36,544",1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Very Irreg,No,1,1977
5087400030,SUPERMARKET (Safeway Store #1965),"61,053","61,053",1,AVERAGE,MASONRY,2002,,HEAT PUMP,1,100,SUPERMARKET (446),Long Rect or Irreg,Yes,1,2002
5087850000,Retail Condo,"2,807","2,807",1,AVERAGE,WOOD FRAME,2001,,WARMED AND COOLED AIR,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2001
5100400125,CHURCH,"14,119","14,119",1,AVERAGE,MASONRY,1980,,HOT & CHILLED WATER,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1959
5100403256,THE 9100,"22,045","17,150",1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,4,1970
5100404840,SEATTLE PUBLIC SCHOOL,"56,614","56,614",1,AVERAGE,MASONRY,1989,,WARMED AND COOLED AIR,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1989
5101400395,micro housing 80 bedrooms,"26,198","25,134",1,AVERAGE,WOOD FRAME,2015,,ELECTRIC WALL,1,100,ROOMING HOUSE (551),Rect or Slight Irreg,Yes,6,2014
5101400632,34 UNIT APT,"37,091","22,585",1,AVERAGE/GOOD,WOOD FRAME,2005,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1990
5101402204,25 UNIT APT,"30,110","22,110",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1990
5101402206,mini warehouse/warehouse/parking,"48,179","27,691",1,GOOD,STRUCTURAL STEEL,2006,Yes,SPACE HEATERS,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,6,2006
5101404378,RAVENNA HOUSE APTS,"25,300","20,415",1,AVERAGE,WOOD FRAME,1993,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1970
5101404530,MAPLE LEAF VILLA APTS/OFFICES,"26,390","18,530",1,AVERAGE/GOOD,WOOD FRAME,2008,Yes,FORCED AIR UNIT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,1993
5101405280,OFFICE,"11,892","11,892",1,AVERAGE,WOOD FRAME,1985,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1974
5101405300,Tire Center,"20,738","20,738",1,AVERAGE,MASONRY,1980,,FORCED AIR UNIT,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,1,1958
5101405437,NORTHGATE VIEW APTS,"27,344","18,374",1,AVERAGE/GOOD,WOOD FRAME,2005,Yes,WALL FURNACE,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1990
5101405881,LOFT WORKSHOPS,"30,948","23,757",1,AVERAGE,WOOD FRAME,2005,Yes,ELECTRIC WALL,1,100,LOFT (338),Rect or Slight Irreg,Yes,4,2000
5101405948,MIXED USE COML-APT-BSMT PKG,"63,670","56,941",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1991
5101408393,MEDICAL OFFICE,"28,385","20,575",1,AVERAGE/GOOD,REINFORCED CONCRETE,2001,Yes,HEAT PUMP,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,1986
5101408810,THORNTON CREEK APTS,"64,195","41,620",1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,4,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1989
5118000000,17 RES UNITS 4 COML UNITS,"2,628","2,628",1,GOOD,WOOD FRAME,1992,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,,4,1992
5129000050,ELEMENTARY SCHOOL,"55,390","55,390",1,AVERAGE,WOOD FRAME,1960,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,1950
5160450000,67 RES 2 COML + 81 PKG UNITS,"11,489","11,489",1,GOOD,WOOD FRAME,1989,Yes,ELECTRIC,2,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,Yes,7,1989
5160500000,CONDOMINIUM,"66,460","51,715",1,AVERAGE,REINFORCED CONCRETE,1983,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,,5,1983
5160650000,"""86RES,1MGR UNIT,4COML+6PKG UNITS""","48,897","48,897",1,EXCELLENT,REINFORCED CONCRETE,1982,Yes,COMPLETE HVAC,5,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,21,1982
5161000000,MARKET PLACE AT QUEEN ANNE CONDO,"81,336","81,336",1,GOOD/EXCELLENT,MASONRY,2001,Yes,ELECTRIC,6,100,"CONDO, RETAIL (846)",Very Irreg,Yes,2,1994
5165000000,THE MARQ CONDOMINIUM,"1,329","1,329",1,GOOD,REINFORCED CONCRETE,2004,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2004
5191100005,APT-CO-OP,"20,736","16,320",1,AVERAGE/GOOD,MASONRY,1993,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,2,1907
5191100020,RETAIL & 18 - UNIT APT BLDG,"29,243","23,167",1,AVERAGE,MASONRY,1985,No,FORCED AIR UNIT,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,1909
5191100210,50 Unit APARTMENT,"67,629","49,546",1,AVERAGE/GOOD,WOOD FRAME,2014,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,2014
5201700000,COMMERCIAL RETAIL CONDOS,"3,190","3,190",1,AVERAGE/GOOD,WOOD FRAME,2006,,WARMED AND COOLED AIR,1,100,"CONDO, RETAIL (846)",Long Rect or Irreg,,1,2006
5217200000,49 UNIT CONDO,"46,351","33,179",1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,,6,1966
5217500000,THE MAX CONDOMINIUM,"36,666","25,687",1,GOOD,WOOD FRAME,2010,Yes,FORCED AIR UNIT,1,100,APARTMENT (300),Long Rect or Irreg,Yes,4,1998
5226300030,PONDERAY APTS,"28,472","23,000",1,AVERAGE,WOOD FRAME,1995,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1963
5226300045,DOLPHIN APTS,"20,540","17,625",1,AVERAGE/GOOD,WOOD FRAME,1992,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1960
5226300065,UNIVERSITY PARK APTS,"31,900","21,508",1,AVERAGE/GOOD,WOOD FRAME,2000,No,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1978
5244800055,Fremont bridge Mini 276 Spaces,"28,309","17,384",1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,No,2,1918
5247800005,BEST WESTERN PIONEER SQUARE HOTEL,"45,500","34,780",1,AVERAGE,MASONRY,1985,Yes,ELECTRIC WALL,1,100,"HOTEL, LIMITED (332)",Approx Square,Yes,4,1914
5247800025,OFFICE BUILDING W/APARTMENT,"74,211","46,219",1,LOW/AVERAGE,MASONRY,1969,Yes,SPACE HEATERS,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,6,1902
5247800030,OFFICE BUILDING W/RETAIL ON 1ST FLOOR,"44,558","35,882",1,AVERAGE,MASONRY,1968,No,SPACE HEATERS,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1900
5247800035,OFFICE BUILDING (MAYNARD BUILDING),"38,376","33,322",1,GOOD,MASONRY,1987,Yes,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1900
5247800041,APARTMENT (MIXED USE RETAIL),"78,779","55,113",1,AVERAGE/GOOD,MASONRY,1996,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,1900
5247800046,OFFICE BUILDING W/RETAIL ON 1ST FLOOR,"42,804","31,494",1,AVERAGE,MASONRY,1964,,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1900
5247800080,Office and Group Housing,"36,000","36,000",1,AVERAGE,MASONRY,2005,Yes,STEAM,1,100,ROOMING HOUSE (551),Long Rect or Irreg,Yes,5,2005
5247800090,Mixed Use,"42,534","33,126",1,AVERAGE,MASONRY,1995,Yes,STEAM,1,100,MIXED USE RETAIL (830),Long Rect or Irreg,Yes,5,1914
5247800105,OFFICE BUILDING W/RETAIL ON 1ST FLOOR,"33,300","22,378",1,AVERAGE,MASONRY,1987,Yes,STEAM,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1900
5247800130,VACANT HOTEL W/RESTAURANT ON 1ST FLOOR,"25,450","25,450",1,AVERAGE,MASONRY,1969,,HOT WATER,1,100,"RESTAURANT, TABLE SERVICE (350)",Rect or Slight Irreg,No,3,1900
5247800140,STORAGE WAREHOUSE,"22,200","16,650",1,LOW/AVERAGE,MASONRY,1955,Yes,NO HEAT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,3,1900
